Unnamed: 0.1,Unnamed: 0,INDICATOR,virus_total_mal_count,virus_total_sus_count,VT_SCORE,GN_IP_SRC,count,unique_IP_count,most_recent_hit_date,CERT,CERT_COUNT,CERT_VALID_DAYS,NUM_ACTIVE_CERTS,NUM_EXPIRED_CERTS,CERT_SHARED_DOMAINS,CERT_AUTHORITY,RECORD_DNS_A,RECORD_DNS_MX,RECORD_DNS_NS,RECORD_DNS_AAAA,RECORD_DNS_SOA,RECORD_DNS_TXT,WHOIS_REGISTRAR,WHOIS_CC,WHOIS_CREATION_DATE,WHOIS_DOMAIN_AGE,xstream_scores,iforest_scores,lof_scores,ocsvm_scores
118,118,wokl.anotherbadday.ru,0,0,0,['IP325'],3,1,1/30/2022,[],0,0,0,0,[],,"['172.67.20.167', '104.22.9.131', '104.22.8.131']",[],[],"['2606:4700:10::6816:883', '2606:4700:10::ac43:14a7', '2606:4700:10::6816:983']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.02806872901441193,0.9973282262487728,-0.040069242107191094
119,119,bjak.anotherbadday.ru,0,0,0,['IP325'],5,1,1/30/2022,[],0,0,0,0,[],,"['104.22.9.131', '104.22.8.131', '172.67.20.167']",[],[],"['2606:4700:10::ac43:14a7', '2606:4700:10::6816:883', '2606:4700:10::6816:983']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.028534906352617184,0.9976900478105906,-0.04007154226603582
120,120,azdz.anotherbadday.ru,0,0,0,['IP325'],4,1,1/30/2022,[],0,0,0,0,[],,"['104.22.8.131', '172.67.20.167', '104.22.9.131']",[],[],"['2606:4700:10::ac43:14a7', '2606:4700:10::6816:983', '2606:4700:10::6816:883']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.028534906352617184,0.9974992911594012,-0.04007039218661301
121,121,anime9.vc,0,0,0,['IP336'],3,1,1/30/2022,"[{'issuer_ca_id': 64138, 'issuer_name': 'C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Encryption Everywhere DV TLS CA - G1', 'common_name': 'anime9.vc', 'name_value': 'anime9.vc', 'id': 6062167745, 'entry_timestamp': '2022-01-28T08:16:52.143', 'not_before': '2022-01-28T00:00:00', 'not_after': '2023-01-28T23:59:59', 'serial_number': '0f298838a1e521cb7498dbbb0c69cdb2'}]",1,365,1,0,[],DigiCert Inc,['64.190.62.111'],['localhost'],"['ns2.sedoparking.com', 'ns1.sedoparking.com']",[],['ns1.sedoparking.com'],"""anime9.vc. 3600 IN TXT """"v=spf1 -all""""""","Dynadot, LLC",US,1/27/2022 21:48,3.0,-8.117033266561497,-0.011425576974680773,1.1721503253340475,-0.1933912219142364
122,122,aynv.anotherbadday.ru,0,0,0,['IP325'],3,1,1/30/2022,[],0,0,0,0,[],,"['104.22.9.131', '104.22.8.131', '172.67.20.167']",[],[],"['2606:4700:10::6816:883', '2606:4700:10::6816:983', '2606:4700:10::ac43:14a7']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.02806872901441193,0.9973282262487728,-0.040069242107191094
123,123,revj.anotherbadday.ru,0,0,0,['IP325'],3,1,1/30/2022,[],0,0,0,0,[],,"['172.67.20.167', '104.22.9.131', '104.22.8.131']",[],[],"['2606:4700:10::6816:983', '2606:4700:10::ac43:14a7', '2606:4700:10::6816:883']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.02806872901441193,0.9973282262487728,-0.040069242107191094
124,124,dwin1.org,0,0,0,"['IP337', 'IP338', 'IP339', 'IP340']",34,4,2/3/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'dwin1.org', 'name_value': 'dwin1.org\nwww.dwin1.org', 'id': 6065528920, 'entry_timestamp': '2022-01-28T21:52:26.376', 'not_before': '2022-01-28T20:52:26', 'not_after': '2022-04-28T20:52:25', 'serial_number': '03ee6e2087c617239df2dc4420524be81965'}]""",1,90,1,0,[],Let's Encrypt,['185.253.33.40'],[],"['ns4.jino.ru', 'ns1.jino.ru', 'ns3.jino.ru', 'ns2.jino.ru']",[],['ns1.jino.ru'],,"NameSilo, LLC",US,1/28/2022 21:15,2.0,-8.214672826338267,-0.020507236354090186,1.0954535802982315,-0.22157917143318384
125,125,nationalmailonline.com,0,0,0,['IP341'],2,1,1/30/2022,"""[{'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 5739973163, 'entry_timestamp': '2021-12-05T07:38:15.261', 'not_before': '2021-12-05T00:00:00', 'not_after': '2022-03-05T23:59:59', 'serial_number': '1d9d42863adbf6fbab1115c18cd8e84b'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 5739972880, 'entry_timestamp': '2021-12-05T07:38:14.174', 'not_before': '2021-12-05T00:00:00', 'not_after': '2022-03-05T23:59:59', 'serial_number': '1d9d42863adbf6fbab1115c18cd8e84b'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 5252994816, 'entry_timestamp': '2021-09-20T06:39:28.542', 'not_before': '2021-09-20T00:00:00', 'not_after': '2021-12-19T23:59:59', 'serial_number': '5594d6cd82ad1b5c463fc9c8581a94f5'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 5252994532, 'entry_timestamp': '2021-09-20T06:39:28.137', 'not_before': '2021-09-20T00:00:00', 'not_after': '2021-12-19T23:59:59', 'serial_number': '5594d6cd82ad1b5c463fc9c8581a94f5'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 4818432474, 'entry_timestamp': '2021-07-06T06:39:15.989', 'not_before': '2021-07-06T00:00:00', 'not_after': '2021-10-04T23:59:59', 'serial_number': '00ea21410ea7fe087515cb3dffec5aeaf9'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 4818432379, 'entry_timestamp': '2021-07-06T06:39:15.459', 'not_before': '2021-07-06T00:00:00', 'not_after': '2021-10-04T23:59:59', 'serial_number': '00ea21410ea7fe087515cb3dffec5aeaf9'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 4408676862, 'entry_timestamp': '2021-04-21T06:39:02.36', 'not_before': '2021-04-21T00:00:00', 'not_after': '2021-07-20T23:59:59', 'serial_number': '36e9ea853757df6b605736c7fa22d6e0'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 4408676842, 'entry_timestamp': '2021-04-21T06:39:01.988', 'not_before': '2021-04-21T00:00:00', 'not_after': '2021-07-20T23:59:59', 'serial_number': '36e9ea853757df6b605736c7fa22d6e0'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 4028744721, 'entry_timestamp': '2021-02-04T07:39:06.367', 'not_before': '2021-02-04T00:00:00', 'not_after': '2021-05-05T23:59:59', 'serial_number': '3402fa15781e15cdb7832fe224f2e976'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 4028744689, 'entry_timestamp': '2021-02-04T07:39:05.96', 'not_before': '2021-02-04T00:00:00', 'not_after': '2021-05-05T23:59:59', 'serial_number': '3402fa15781e15cdb7832fe224f2e976'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 3671896997, 'entry_timestamp': '2020-11-20T07:41:09.856', 'not_before': '2020-11-20T00:00:00', 'not_after': '2021-02-18T23:59:59', 'serial_number': '254b7b043bb7d9d295bd7ca4d1b4ce59'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 3671896944, 'entry_timestamp': '2020-11-20T07:41:09.22', 'not_before': '2020-11-20T00:00:00', 'not_after': '2021-02-18T23:59:59', 'serial_number': '254b7b043bb7d9d295bd7ca4d1b4ce59'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 3339703255, 'entry_timestamp': '2020-09-05T06:38:24.935', 'not_before': '2020-09-05T00:00:00', 'not_after': '2020-12-04T23:59:59', 'serial_number': '75ba080963bfce9388e863fa882101a4'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 3339703244, 'entry_timestamp': '2020-09-05T06:38:24.63', 'not_before': '2020-09-05T00:00:00', 'not_after': '2020-12-04T23:59:59', 'serial_number': '75ba080963bfce9388e863fa882101a4'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 2985175328, 'entry_timestamp': '2020-06-21T09:53:37.581', 'not_before': '2020-06-21T00:00:00', 'not_after': '2020-09-19T23:59:59', 'serial_number': '3b415cb9bec88b78c6fbb5d20b1d6309'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'nationalmailonline.com', 'name_value': 'cpanel.nationalmailonline.com\ncpcalendars.nationalmailonline.com\ncpcontacts.nationalmailonline.com\nmail.nationalmailonline.com\nnationalmailonline.com\nwebdisk.nationalmailonline.com\nwebmail.nationalmailonline.com\nwww.nationalmailonline.com', 'id': 2985175427, 'entry_timestamp': '2020-06-21T09:53:36.937', 'not_before': '2020-06-21T00:00:00', 'not_after': '2020-09-19T23:59:59', 'serial_number': '3b415cb9bec88b78c6fbb5d20b1d6309'}]""",16,90,2,14,[],"cPanel, Inc. Certification Authority",['23.168.193.26'],['nationalmailonline.com'],"['ns8.webline-dns.com', 'ns7.webline-dns.com']",[],['ns7.webline-dns.com'],"""nationalmailonline.com. 14400 IN TXT """"v=spf1 ip4:23.168.193.26 +a +mx ~all""""""","NameCheap, Inc.",,6/21/2020 9:35,589.0,-8.139288716087885,-0.027183950601740614,1.1367648612820682,-0.05093128771044375
126,126,pnyn.anotherbadday.ru,0,0,0,['IP325'],5,1,1/30/2022,[],0,0,0,0,[],,"['104.22.9.131', '104.22.8.131', '172.67.20.167']",[],[],"['2606:4700:10::6816:883', '2606:4700:10::6816:983', '2606:4700:10::ac43:14a7']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.028534906352617184,0.9976900478105906,-0.04007154226603582
127,127,nzjr.anotherbadday.ru,0,0,0,['IP325'],3,1,1/30/2022,[],0,0,0,0,[],,"['172.67.20.167', '104.22.9.131', '104.22.8.131']",[],[],"['2606:4700:10::6816:983', '2606:4700:10::6816:883', '2606:4700:10::ac43:14a7']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.02806872901441193,0.9973282262487728,-0.040069242107191094
128,128,envo.anotherbadday.ru,0,0,0,['IP325'],3,1,1/30/2022,[],0,0,0,0,[],,"['172.67.20.167', '104.22.8.131', '104.22.9.131']",[],[],"['2606:4700:10::6816:883', '2606:4700:10::ac43:14a7', '2606:4700:10::6816:983']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.02806872901441193,0.9973282262487728,-0.040069242107191094
129,129,levp.anotherbadday.ru,0,0,0,['IP325'],4,1,1/30/2022,[],0,0,0,0,[],,"['172.67.20.167', '104.22.9.131', '104.22.8.131']",[],[],"['2606:4700:10::6816:983', '2606:4700:10::6816:883', '2606:4700:10::ac43:14a7']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.028534906352617184,0.9974992911594012,-0.04007039218661301
130,130,dyzw.anotherbadday.ru,0,0,0,['IP325'],4,1,1/30/2022,[],0,0,0,0,[],,"['104.22.8.131', '172.67.20.167', '104.22.9.131']",[],[],"['2606:4700:10::6816:883', '2606:4700:10::6816:983', '2606:4700:10::ac43:14a7']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.028534906352617184,0.9974992911594012,-0.04007039218661301
131,131,www.newzokeeda.com,0,0,0,"['IP342', 'IP343', 'IP344', 'IP345', 'IP346', 'IP347', 'IP348']",13,7,1/31/2022,"[{'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'newzokeeda.com', 'name_value': 'www.newzokeeda.com', 'id': 6039322634, 'entry_timestamp': '2022-01-24T10:53:42.613', 'not_before': '2022-01-24T00:00:00', 'not_after': '2023-01-24T23:59:59', 'serial_number': '71afe0c88d781970c3c4b29a220fcf01'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'newzokeeda.com', 'name_value': 'www.newzokeeda.com', 'id': 6039322680, 'entry_timestamp': '2022-01-24T10:53:41.577', 'not_before': '2022-01-24T00:00:00', 'not_after': '2023-01-24T23:59:59', 'serial_number': '71afe0c88d781970c3c4b29a220fcf01'}]",2,365,2,0,[],Sectigo Limited,['66.29.146.94'],"['mx3-hosting.jellyfish.systems', 'mx2-hosting.jellyfish.systems', 'mx1-hosting.jellyfish.systems']","['dns1.namecheaphosting.com', 'dns2.namecheaphosting.com']",[],['dns1.namecheaphosting.com'],www.newzokeeda.com. 7192 IN CNAME newzokeeda.com.,NAMECHEAP INC,IS,1/24/2022 10:47,6.0,-9.371518938873159,0.01172403080832407,1.1500638408754873,-0.2966912812946201
132,132,xlzx.anotherbadday.ru,0,0,0,['IP325'],9,1,1/31/2022,[],0,0,0,0,[],,"['104.22.9.131', '172.67.20.167', '104.22.8.131']",[],[],"['2606:4700:10::6816:983', '2606:4700:10::6816:883', '2606:4700:10::ac43:14a7']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.028151094142841115,0.9977561432220564,-0.04007614258372749
133,133,jknz.anotherbadday.ru,0,0,0,['IP325'],3,1,1/30/2022,[],0,0,0,0,[],,"['104.22.8.131', '104.22.9.131', '172.67.20.167']",[],[],"['2606:4700:10::ac43:14a7', '2606:4700:10::6816:983', '2606:4700:10::6816:883']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.02806872901441193,0.9973282262487728,-0.040069242107191094
134,134,kajz.anotherbadday.ru,0,0,0,['IP325'],8,1,1/31/2022,[],0,0,0,0,[],,"['172.67.20.167', '104.22.8.131', '104.22.9.131']",[],[],"['2606:4700:10::6816:883', '2606:4700:10::6816:983', '2606:4700:10::ac43:14a7']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.028151094142841115,0.9977561392221346,-0.040074992504304685
135,135,oknx.anotherbadday.ru,0,0,0,['IP325'],7,1,1/31/2022,[],0,0,0,0,[],,"['104.22.8.131', '172.67.20.167', '104.22.9.131']",[],[],"['2606:4700:10::6816:983', '2606:4700:10::6816:883', '2606:4700:10::ac43:14a7']",[],,RU-CENTER-RU,,1/30/2022 10:32,0.0,-9.787850991574121,-0.028151094142841115,0.9977561365329091,-0.040073842424881434
136,136,chfox.akbios.com,8,0,8,['IP349'],2,1,1/31/2022,[],0,0,0,0,[],,"['104.21.65.238', '172.67.152.247']",[],[],"['2606:4700:3031::6815:41ee', '2606:4700:3032::ac43:98f7']",[],,"Sav.com, LLC",,1/30/2022 7:47,5.0,-9.27153066373774,-0.024238414531129515,1.0014887550582958,-0.14743505880826158
137,137,huntercamp.skywyp.com,8,0,8,['IP350'],27,1,1/31/2022,[],0,0,0,0,[],,"['172.67.197.76', '104.21.41.254']",[],[],"['2606:4700:3035::6815:29fe', '2606:4700:3032::ac43:c54c']",[],,"Sav.com, LLC",,1/30/2022 7:47,5.0,-9.27153066373774,-0.01608048877254359,1.0015611044796333,-0.1474638107938313
138,138,iqcivddok.com,7,0,7,['IP313'],2,1,1/31/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'iqcivddok.com', 'name_value': 'iqcivddok.com', 'id': 6089569688, 'entry_timestamp': '2022-01-30T11:50:03.019', 'not_before': '2022-01-30T10:50:02', 'not_after': '2022-04-30T10:50:01', 'serial_number': '043709576eca55beeb22e948a41c72d7f1a3'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'iqcivddok.com', 'name_value': 'iqcivddok.com', 'id': 6073276823, 'entry_timestamp': '2022-01-30T11:50:02.483', 'not_before': '2022-01-30T10:50:02', 'not_after': '2022-04-30T10:50:01', 'serial_number': '043709576eca55beeb22e948a41c72d7f1a3'}]""",2,90,2,0,[],Let's Encrypt,[],[],[],[],[],,URL SOLUTIONS INC.,PA,1/30/2022 11:47,5.0,-9.139788984019242,-0.026269867132233893,1.0600558464215009,-0.4153074643183752
139,139,hurryspringevery.top,5,0,5,"['IP351', 'IP352', 'IP353']",7,3,1/31/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'hurryspringevery.top', 'name_value': 'hurryspringevery.top', 'id': 6040651542, 'entry_timestamp': '2022-01-24T16:10:55.122', 'not_before': '2022-01-24T15:10:54', 'not_after': '2022-04-24T15:10:53', 'serial_number': '04984f36d07f3ee59dbca9048edff6bcac34'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'hurryspringevery.top', 'name_value': 'hurryspringevery.top', 'id': 6040652996, 'entry_timestamp': '2022-01-24T16:10:54.569', 'not_before': '2022-01-24T15:10:54', 'not_after': '2022-04-24T15:10:53', 'serial_number': '04984f36d07f3ee59dbca9048edff6bcac34'}]""",2,90,2,0,[],Let's Encrypt,[],[],[],[],[],,"NameSilo, LLC",AT,1/24/2022 15:57,11.0,-8.972779129025582,0.006274019107271156,1.071757293674975,-0.06564578073402094
140,140,getseveraldesert.top,3,1,4,"['IP61', 'IP354', 'IP355', 'IP356', 'IP357', 'IP358', 'IP359']",21,7,1/31/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'getseveraldesert.top', 'name_value': 'getseveraldesert.top', 'id': 6084425438, 'entry_timestamp': '2022-01-29T16:07:51.603', 'not_before': '2022-01-29T15:07:51', 'not_after': '2022-04-29T15:07:50', 'serial_number': '0471b528056bfdc7cb622beb9f69a29f419a'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'getseveraldesert.top', 'name_value': 'getseveraldesert.top', 'id': 6069206860, 'entry_timestamp': '2022-01-29T16:07:51.218', 'not_before': '2022-01-29T15:07:51', 'not_after': '2022-04-29T15:07:50', 'serial_number': '0471b528056bfdc7cb622beb9f69a29f419a'}]""",2,90,2,0,[],Let's Encrypt,['5.189.217.122'],[],"['ns1.dnstechnoprovider.com', 'ns2.dnstechnoprovider.com']",[],['ns1.dnstechnoprovider.com'],,"NameSilo, LLC",AT,1/29/2022 15:56,6.0,-8.467305577482609,0.03974297075070937,1.1853516102760064,-0.0268502745451471
